id,title,login_require,overview,vote_average,adult,backdrop_path,movie_id,original_language,original_title,popularity,poster_path,release_date,video,vote_count,status,trailer_url
497,Despicable Me,0,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",7.244,0,/2XSeKDmIa2KxaiJy4J9e8FrIZhk.jpg,20352,en,Despicable Me,225.139,/9lOloREsAhBu0pEtU0BgeR1rHyo.jpg,2010-07-08,0,14809,1,https://www.youtube.com/watch?v=zzCZ1W_CUoI
498,Vassalord.,0,"Charley, a cyborg vampire who does the Vatican's dirty work, is the thrall of the local vampire playboy Johnny Rayflo. As the two fight crime—and each other—hilarity, violence and sacrilege ensue! But can Charley resist his own desperate cravings for blood? Find out as the devilish duo go up aginst a childlike vampire princess, a mysterious branch of the Unitarian Church...and one another.",5.385,0,/oX1tNrdqw7kv564QluIbP9yd47H.jpg,444483,ja,ヴァッサロード,224.919,/vyzS55N83jgDtgMeyYJOD7ppYMz.jpg,2013-03-15,0,13,1,
499,Harry Potter and the Philosopher's Stone,0,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",7.914,0,/hziiv14OpD73u9gAak4XDDfBKa2.jpg,671,en,Harry Potter and the Philosopher's Stone,212.767,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,2001-11-16,0,26892,1,https://www.youtube.com/watch?v=l91Km49W9qI
500,Your Fault,0,"The love between Noah and Nick seems unbreakable, despite the manoeuvres of their parents to break them up. But his job and her entry into college open their lives to new relationships. The appearance of a revenge-seeking ex-girlfriend and Nick’s mother with unclear intentions will shake the foundations not only of their relationship, but of the Leister family itself. When so many people are out to destroy a love story, can it really end well?",0.0,0,/iQslVnGFJWQzz5kGTvOhU85656f.jpg,1156593,es,Culpa tuya,171.321,/6kYDG8Imfhph2duBYZeYksHgx7L.jpg,2024-12-26,0,0,1,
501,Frozen,0,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",7.247,0,/rj58WQ9ImI0mYDptXdM7euX1Wjt.jpg,109445,en,Frozen,162.953,/itAKcobTYGpYT8Phwjd8c9hleTo.jpg,2013-11-20,0,16243,1,https://www.youtube.com/watch?v=TbQm5doF_Uc
502,Aquaman and the Lost Kingdom,0,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom.",6.717,0,/cnqwv5Uz3UW5f086IWbQKr3ksJr.jpg,572802,en,Aquaman and the Lost Kingdom,151.929,/7lTnXOy0iNtBAdRP3TZvaKJ77F6.jpg,2023-12-20,0,2585,1,https://www.youtube.com/watch?v=4cSkHPW-MPE
503,"Monsters, Inc.",0,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",7.845,0,/puo6orN2BjQt1g4K0umVlooVff9.jpg,585,en,"Monsters, Inc.",151.415,/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg,2001-11-01,0,18125,1,https://www.youtube.com/watch?v=GnuQH_ASzu8
504,Ravenous,0,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",6.802,0,/mBw7GMmRycQHFXRUjn70KrzCJCq.jpg,10212,en,Ravenous,149.838,/5f7pY4Uzyt4ZNWhHyd1dJhIF4Gc.jpg,1999-01-01,0,577,1,https://www.youtube.com/watch?v=l7BDiNktrLU
505,The Dark Knight,0,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",8.516,0,/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,155,en,The Dark Knight,148.271,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,0,32329,1,https://www.youtube.com/watch?v=LDG9bisJEaI
506,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,0,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",8.222,0,/qjGrUmKW78MCFG8PTLDBp67S27p.jpg,635302,ja,劇場版「鬼滅の刃」無限列車編,147.948,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,0,3820,1,https://www.youtube.com/watch?v=XbTSLJ62YEM
507,Orion and the Dark,0,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",6.591,0,/zLj0peaxy5y2SlC6wNIQ4V0pfqg.jpg,1139829,en,Orion and the Dark,146.23,/k6iHs4daxm0RQqFQsE8oE5wWJjj.jpg,2024-02-01,0,450,1,https://www.youtube.com/watch?v=cEU3tnJrouE
508,Carmen 1945,0,"Prostitutes in burnt out Tokyo ghetto of post-WWII Japan peddle their flesh and save one-third of their money for a proposed dancehall to be named Paradise. The hookers live in a bombed-out building, but they accept the precarious situation with typical resolve.",5.795,0,/lP0G6f00CjOKdRECyGrT0kaMSrL.jpg,383634,ja,肉体の門,145.838,/raNbLci95MJ3L3dMnG7L7bD37lY.jpg,1988-04-09,0,21,1,https://www.youtube.com/watch?v=c3qw5KSFcRQ
509,Winnie-the-Pooh: Blood and Honey 2,0,"Five months following the murders, Christopher Robin tries returning to his regular life while dealing with his PTSD. Deep within the 100-Acre-Wood, a destructive rage grows as Winnie-the-Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",6.635,0,/p4INKu77iuTG1o1a5N3Y9vqeEGq.jpg,1079485,en,Winnie-the-Pooh: Blood and Honey 2,145.599,/2sADrLwMQof6yYmrJRSa04tFZuS.jpg,2024-03-26,0,155,1,https://www.youtube.com/watch?v=dgIlZOv4M-c
510,"The Good, the Bad and the Ugly",0,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",8.465,0,/Adrip2Jqzw56KeuV2nAxucKMNXA.jpg,429,it,"Il buono, il brutto, il cattivo",144.398,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,1966-12-22,0,8410,1,https://www.youtube.com/watch?v=IFNUGzCOQoI
511,3 Days Max,0,The Grandmother of Ryane was kidnapped by a Mexican cartel and he has three days max to free her.,5.376,0,/9FdwAUdcpLXXUPHCMPeiM0l8rJY.jpg,967582,fr,3 jours max,143.719,/yLtsR4j4hkZnDh9JfCpMlucdRne.jpg,2023-10-25,0,141,1,
512,Friend's Mothers,0,"A lonely young man is in dire straits, but his friend's mothers don't see him as a boy, but as a man, and take extra interest in him.",5.5,0,/5EjtvaIUcfBJhGQpf0O8TCw8nxv.jpg,700979,ko,친구 엄마들,141.754,/cG1hXEWGepEqKSRe2HLL33vvPn8.jpg,2018-07-05,0,2,1,
513,The Lord of the Rings: The Return of the King,0,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",8.481,0,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,122,en,The Lord of the Rings: The Return of the King,141.314,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,2003-12-01,0,23726,1,https://www.youtube.com/watch?v=xlUM0lv_sfo
514,The Three Musketeers: Milady,0,"D'Artagnan, on a quest to rescue the abducted Constance, runs into the mysterious Milady de Winter again. The tension between the Catholics and the Protestants finally escalates, as the king declares war — forcing the now four musketeers into battle. But as the war goes on, they are tested physically, mentally and emotionally.",6.473,0,/qGJASuD3fs9ZBxuEZoxCLVidVq8.jpg,845111,fr,Les trois mousquetaires : Milady,139.834,/3biswIjw14uDVil12nMOxcTAfmH.jpg,2023-12-13,0,495,1,https://www.youtube.com/watch?v=zzXPjLAWswQ
515,Turning Red,0,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",7.377,0,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,508947,en,Turning Red,139.135,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,0,5096,1,https://www.youtube.com/watch?v=XdKzUbAiswE
516,Teenage Mutant Ninja Turtles: Mutant Mayhem,0,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",7.246,0,/2Cpg8hUn60PK9CW9d5SWf605Ah8.jpg,614930,en,Teenage Mutant Ninja Turtles: Mutant Mayhem,138.902,/4oLd3iipWYgX4HatkJ8Bi65Ck3P.jpg,2023-07-31,0,1227,1,https://www.youtube.com/watch?v=JhXRNRmuYcc
517,The Little Mermaid,0,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",6.369,0,/7VEUOEfRzzrQfWddlIyLUKvh6Nf.jpg,447277,en,The Little Mermaid,138.189,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,2023-05-18,0,2814,1,https://www.youtube.com/watch?v=kpGo2_d3oYE
518,Wife Swap,0,"A man has an accident at work, and his boss asks his wife to have sex with him in order to free him from responsibility. One day, the man witnesses a scene where his wife has sex with his boss and decides to take revenge by doing the same to his boss' wife.",0.0,0,/jLeMKUHRYcrrEuvolfzfIxc1mOL.jpg,1140233,ko,마누라 바꿔먹기,131.666,/lmfpb4QHehVAaLm6IEbgM0VhQuD.jpg,2022-08-14,0,0,1,
519,Venom,0,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",6.828,0,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,335983,en,Venom,131.266,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,0,15528,1,https://www.youtube.com/watch?v=xLCn88bfW1o
520,Descendants,0,"A present-day idyllic kingdom where the benevolent teenage son of King Adam and Queen Belle offers a chance of redemption for the troublemaking offspring of Disney's classic villains: Cruella De Vil (Carlos), Maleficent (Mal), the Evil Queen (Evie) and Jafar (Jay).",7.1,0,/wy3ItrIw4DmLFxvFK5LM6FPwdQw.jpg,277217,en,Descendants,134.553,/65DkgHPSLVjgr6IYkpY9Aqqqid5.jpg,2015-07-31,0,2291,1,https://www.youtube.com/watch?v=iQLFxkGyrRk
521,Alice in Wonderland,0,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",6.636,0,/y8Rmadbft60Cupx6SmSvy8rHENH.jpg,12155,en,Alice in Wonderland,127.402,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,2010-03-03,0,13718,1,https://www.youtube.com/watch?v=pMiCJefpn9Q
522,The Lorax,0,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",6.489,0,/tsku2v6q5fd5DOOF53Kmzetu322.jpg,73723,en,The Lorax,128.08,/tePFnZFw5JvjwjQjaKkqDPNMLPU.jpg,2012-03-01,0,3454,1,https://www.youtube.com/watch?v=XbGnmKPSq9k
523,Damaged,0,"A Chicago detective travels to Scotland after an emerging serial killer’s crimes match those that he investigated five years earlier, one of which was the crime scene of his murdered girlfriend.",5.7,0,/fUC5VsQcU3m6zmYMD96R7RqPuMn.jpg,1105407,en,Damaged,154.222,/tMO0YLXgJZBnIAjoTSz26zE33YN.jpg,2024-04-12,0,168,1,https://www.youtube.com/watch?v=Sg8NuJL5P_8
524,Fury,0,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",7.5,0,/kdbLf3aTQsEXqYlH9vA4fzmnSFz.jpg,228150,en,Fury,128.644,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,2014-10-15,0,11699,1,https://www.youtube.com/watch?v=09w9MTtZDEM
525,Pirates of the Caribbean: Dead Man's Chest,0,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,7.362,0,/vv5a8u6e40kyH0Hp6HuamAgzRai.jpg,58,en,Pirates of the Caribbean: Dead Man's Chest,134.712,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,2006-07-06,0,15628,1,https://www.youtube.com/watch?v=9SFWn9taQTw
526,The Benetón Family,0,"Toni, a grumpy in his fifties, avoids children at all costs. His life changes when he suddenly has to take care of his sister's five adopted children, each from a different country. Toni will have to deal with new parenthood and cultural differences.",5.533,0,/oobxTUUtUZSqnLJyHIZwfBrMIMe.jpg,1181511,es,La familia Benetón,127.037,/5VISxbDN4YSFZao3MAkElC4WE6O.jpg,2024-03-22,0,15,1,
527,A Haunted House 2,0,"After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.",6.1,0,/iSMUo3G248S8rwbTMkZXVKSPbY5.jpg,184345,en,A Haunted House 2,120.425,/oV7M00fPXy5P0nbdeMbSUjYv0vx.jpg,2014-04-17,0,1404,1,https://www.youtube.com/watch?v=HXxWBgQk-zg
528,Harry Potter and the Half-Blood Prince,0,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",7.694,0,/r5xT55Era1XrpAq6XNsrPpozNjM.jpg,767,en,Harry Potter and the Half-Blood Prince,127.53,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,2009-07-15,0,19089,1,https://www.youtube.com/watch?v=DgeDDXcw--I
529,The Raffle,0,"Struggling with a financial crisis, a good-looking widow decides to put herself up for grabs. However, going through with it becomes almost impossible with a new love and the legal system thrown into the mix.",6.658,0,/xGhwfRxTsP9VhDSNsfHqBcRvWKY.jpg,59053,it,La Riffa,127.179,/2Jc60w8ZemDMYqyJUStcQKy6syi.jpg,1991-11-15,0,158,1,https://www.youtube.com/watch?v=6SUwmv3UzpA
530,Paradox Effect,0,"An innocent woman is forced to confront a dangerous kingpin who has kidnapped her young daughter and is holding her for ransom. She teams up with a corrupt Interpol agent, whose son is also being held hostage, to rip off various criminals to raise the ransom to save their offspring. Together they have one hour to save their families from the wrath of bigwig.",6.727,0,/xYyPLClpJiA5pq687pGjRel5qgf.jpg,1064375,en,Paradox Effect,125.955,/koJFEW997sLjpu4e7wmFioA2mhL.jpg,2024-06-27,0,11,1,https://www.youtube.com/watch?v=vDHccD_L6Wk
